agency_name_web_scraped_list,placeId,placeId_1,placeId_2,placeId_3,placeId_4,placeId_5,placeId_6,placeId_7,placeId_8,placeId_9,placeId_10,placeId_11,placeId_12,placeId_13,placeId_14,placeId_15,placeId_16,placeId_17,placeId_18,placeId_19,placeId_20
U.S Army Wounded Warrior Program (AW2),ChIJkV26UHLK5YgRUL1W2DK3J9I,ChIJkV26UHLK5YgRUL1W2DK3J9I,ChIJa_jYFaxZwokRXZWmU_otFSg,ChIJQ1SZ3CC4t4kRUIG3q7w8ymg,ChIJM_0yo1DxNIgRwxCZcclbNyY,ChIJKw07tE8FqYkRELrUgwSRPdU,ChIJxc4pYCOD54gRMvhKSmW7DCc,ChIJsVEmNLksDogRsFGA07_2Tm4,ChIJlY5xN10Tq4kRfmndwoe_DGo,ChIJHymcXVgP9YgRajN37DBgPuc,ChIJdw8l5RFV2YARei647O8dGjo,ChIJ2d3CF95mXIYRNxUDmIfx2Xs,ChIJA0dOhhhFE4cROsJWCUeIX9U,ChIJg5zWQlIVkFQRtY5QIjuEas0,ChIJdQUvQdvyk4cRpfAko2mHy9Q,ChIJ99xhcHB73IARbAA-atfUGW4,ChIJUyH0rtbZwogR98FeFmKI3r4,ChIJRTJCll9mZIgRytmPuwRWWDU,ChIJk0wo0bgLK4cR2W_B9aqL_Rk,ChIJK8F0ZX5hXIYRDMaQmdaQRQo,
U of U Health Redwood Health Center,ChIJW9O-tLT0UocRfOSLAJdejkU,ChIJW9O-tLT0UocRfOSLAJdejkU,,,,,,,,,,,,,,,,,,,
Two Trees PT,ChIJ22_SA7yt6YARylBPhl04-Eo,ChIJ22_SA7yt6YARylBPhl04-Eo,ChIJ7Z46lYNP6IARrLaEzTD8UCY,ChIJ8xKO_AtM6IARnnhXMt4ffHo,ChIJa9qfWhMp6IAR92eMJXiXdXE,ChIJw6q9s7G16YARP8MZ-wX7O9M,ChIJpwPJbVk26IARkm5mm7O2XAk,ChIJORbbDz-t6YARciCDOj2UV-I,ChIJ2eBmBGo36IAR2pz1VIGRiK8,ChIJ_ReVNTyt6YARSzfS543KcgE,ChIJ6QEfUEGt6YAR_sUbJY1Ht_k,,,,,,,,,,
Twin Falls Center,ChIJBc0-wR2irFQReNwnSgfjSD4,ChIJBc0-wR2irFQReNwnSgfjSD4,ChIJyWhJpBujrFQRHdh35jxQ4Ts,ChIJg1lHIQqjrFQR_lZutNlQWhw,ChIJ_aIgAcKjrFQRBaKOoqCpV_8,ChIJWbmmCrCjrFQRJJQ7LJz3VCw,ChIJ69dlOh-irFQRyXVS-Si56DI,ChIJpTeE-KajrFQRswT43WxFyhM,ChIJZZXVMM-jrFQR-XVEZetovRE,ChIJyzu7azmirFQRosAnFudYtpw,ChIJM-O7LTGirFQR7BWjxkDtpaw,ChIJX6bVmDWjrFQR13ShX39vang,ChIJU-uOE9yjrFQRo07cPuyXiXc,ChIJQ6y5p8qjrFQRgWOEKLpo-M8,ChIJgYytt8ujrFQR4IQ3T0WDk6A,ChIJ0Z_Bgf6irFQRZBS-TWvVGWM,ChIJ8YRSfzWirFQRkRkyg80VPdY,ChIJf1nccqCjrFQR_XL5aTShXdM,ChIJoUiSrEOjrFQRnDbT2VJgCqU,ChIJY8SLdv2irFQR2uYRVsdgYwA,ChIJW2FmJZmjrFQR0OI9Y4oXj6s
Tuscon Medical Center,ChIJVxUjvjhu1oYRw1I8g5MDV74,ChIJVxUjvjhu1oYRw1I8g5MDV74,ChIJDVsCd6dw1oYRW3sP1hdtGck,ChIJs6P52Zl01oYR8iKm6UGjTM4,ChIJnzFw1D5u1oYRw8g3XbJFkfM,ChIJad-ZnUdu1oYRuqAiHl5G0LU,ChIJqYievqZx1oYR6r3xjxYjf0g,ChIJE6fm451w1oYRQaXVig5LEKM,ChIJdQlQ7zhu1oYR44xqPHScUVQ,ChIJzcYSPrdv1oYRQU46m6N19s4,ChIJdQlQ7zhu1oYR43jgJ7nxzrY,ChIJO7yRNQBn1oYRPo1rbkMdsr8,ChIJfXthCUhu1oYR0NbbAU94Crs,,,,,,,,
Turning Pointe Survivor Advocacy Center,ChIJY4XwB2J3kVQRIPhTGHCInIc,ChIJY4XwB2J3kVQRIPhTGHCInIc,,,,,,,,,,,,,,,,,,,
Turning Pointe,ChIJ6-J_Q57ht4kR07KPqcC35Fo,ChIJ6-J_Q57ht4kR07KPqcC35Fo,ChIJnSaJrCou9ocR9QKCVR8CUVU,ChIJ8cxx3B0oJYgRaKqPVYmKlEs,ChIJhdK5YK-rbIgR4_kxdagAQOA,ChIJrTyn0xgdMYgRj53Gi54XukY,ChIJwzkJXIMeyIkRWBSMgmhQZlM,ChIJ5UFBtT4QD4gRtUGCJ8M1ciY,ChIJ-QuLOLXz2YkRgfLllR5KkUU,ChIJ65q5nXnIQYgRG1TrJZZxy2Y,ChIJDQC6AjmNGYgRaWHP_6dTGlA,ChIJ99SbrKuIEogRWxGCUZ3UKW8,ChIJz4GUo7Mx0YkR9vhefYJi_1M,ChIJcY-_PVQ2QIgR8XTGhpdQ4qI,ChIJf_5TQvRrDogRw-7kw52KvGY,ChIJQWmNEOGlCIgR_MG8PKmbam0,ChIJPxIDDuPKD4gRHsAPJIyDz34,ChIJaaPFdlDtxokRS5HQzorsHWk,ChIJUdS_feQbFogReqI_Bbbtmzw,ChIJyQQwJADRJIgRBUSiwCMSIT4,ChIJTWPd4FB_GYgRzpnz2oYgexM
Turning Point,ChIJo0ChFhLPD4gRyVUIui5yObU,ChIJo0ChFhLPD4gRyVUIui5yObU,ChIJ6-jFtWu_JIgRi2_Sd0BkX6A,ChIJz90auflLa4gRz33AvXMu3ng,ChIJDQC6AjmNGYgRaWHP_6dTGlA,ChIJ0RMa1ITkAogR-u2DpDPzXR4,ChIJcaGElGmtGYgR5ddr9jya9os,ChIJ8w4EbH1bHYgRKZArFoZ-0b8,ChIJL5ToDYwsH4gRtJ9BOWpg_oY,ChIJTWPd4FB_GYgRzpnz2oYgexM,ChIJAQBwAZRUGIgRmSCEBNRYI_c,ChIJ7RBg9TtTGIgRvGJP55rfwr8,ChIJS5CAe7UIH4gRE6jUY2yrOUg,ChIJXYhfg7VdNk0Rg3kWJOCKUmc,ChIJkzjeSmj_AogRCWq4fH3d8Co,,,,,,
Turlock Nursing and Rehap Center,ChIJ1Ydox_cGkYARtdGmAbuDk-4,ChIJ1Ydox_cGkYARtdGmAbuDk-4,,,,,,,,,,,,,,,,,,,
Turley Dental Care,ChIJiSwIJyV7SFMRqFsj6NI5z6M,ChIJiSwIJyV7SFMRqFsj6NI5z6M,ChIJU2rkkrNiSFMR5mNVNLESjfg,,,,,,,,,,,,,,,,,,
Turley Dental,ChIJiSwIJyV7SFMRqFsj6NI5z6M,ChIJiSwIJyV7SFMRqFsj6NI5z6M,ChIJU2rkkrNiSFMR5mNVNLESjfg,,,,,,,,,,,,,,,,,,
Tundra Women's Coalition,ChIJBxN7cCRVIFcRfZqAvL2aEW8,ChIJBxN7cCRVIFcRfZqAvL2aEW8,,,,,,,,,,,,,,,,,,,
Tumori Foundation,ChIJRVbVCqiAhYARWf2hvp7RpNo,ChIJRVbVCqiAhYARWf2hvp7RpNo,,,,,,,,,,,,,,,,,,,
Tulare District Hospital,ChIJx2UVuLorlYARhfqcNvcfo8w,ChIJx2UVuLorlYARhfqcNvcfo8w,,,,,,,,,,,,,,,,,,,
Tuba City Regional Health Care,ChIJFR5MAwvRM4cRj_3B0ehY1lw,ChIJFR5MAwvRM4cRj_3B0ehY1lw,,,,,,,,,,,,,,,,,,,
